time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.942331,2.3802,-2.0934,5.4751,6.327
3.961010,1.3151,-1.8303,5.4706,5.917
3.979409,-0.0181,-2.2240,5.6989,6.117
3.997673,-0.1064,-2.0626,4.0965,4.588
4.015274,0.4625,-1.9310,1.5497,2.519
4.033500,1.7703,-1.0820,-1.1655,2.380
4.051473,2.7556,-0.3997,-2.3535,3.646
4.070013,2.1329,-0.5943,-1.7461,2.820
4.088522,1.0763,-0.6796,-1.2272,1.768
4.107019,0.3008,-0.3048,-1.4779,1.539
4.124865,-0.1496,0.2646,-1.8552,1.880
4.143493,-0.4432,0.5519,-2.0938,2.210
4.162173,-0.2778,0.5103,-2.1198,2.198
4.180826,0.0107,0.3014,-2.1884,2.209
4.199088,0.2118,0.0635,-2.3527,2.363
4.216566,0.3795,-0.0836,-2.4844,2.515
4.235212,0.1686,0.0018,-2.9112,2.916
4.253054,-0.1784,0.1499,-3.1966,3.205
4.271603,-0.3854,0.2493,-3.4742,3.504
4.290963,-0.1345,0.3516,-3.6610,3.680
4.309181,0.4334,0.2880,-3.5549,3.593
4.327114,0.9726,0.3084,-2.8414,3.019
4.345126,0.9282,0.2656,-1.2606,1.588
4.363299,0.4807,0.3336,0.2743,0.646
4.381432,-0.3054,0.5172,1.3410,1.469
4.399520,-0.9486,0.9877,1.7759,2.243
4.417868,-1.1489,1.4992,1.8488,2.643
4.436280,-1.0476,1.7165,2.0801,2.893
4.454500,-0.8468,1.5419,2.6032,3.142
4.473283,-0.1480,1.1167,2.9779,3.184
4.490487,0.2951,0.4877,2.7507,2.809
4.509187,2.3917,-0.5784,2.7043,3.656
4.527528,3.9063,-1.1519,1.9611,4.520
4.546998,3.5236,-1.6114,2.6821,4.712
4.564316,0.4691,-2.3103,4.7110,5.268
4.583268,-2.7467,-2.6206,5.9762,7.080
4.600645,-3.9795,-1.8567,4.7140,6.442
4.618847,-3.7461,-1.3856,1.4482,4.249
4.636834,-1.7711,-1.5867,-0.7617,2.497
4.655318,-0.0054,-1.2530,-2.1642,2.501
4.673499,0.7101,-1.0645,-2.4784,2.789
4.692015,0.2674,-0.5971,-2.4479,2.534
4.710350,-0.2763,-0.1333,-2.2668,2.287
4.730089,-0.6199,0.1805,-1.7132,1.831
4.747118,-0.6541,0.4231,-1.1568,1.395
4.765195,-0.3817,0.6292,-0.9590,1.209
4.783870,0.0732,0.5503,-0.8217,0.992
4.802113,0.3769,0.5374,-1.0319,1.223
4.820406,0.5719,0.7324,-1.6224,1.870
4.838412,0.5564,0.7619,-2.1869,2.382
4.857079,0.4573,0.7223,-2.6850,2.818
4.876151,0.8791,0.4292,-3.1331,3.282
4.893193,1.2570,0.3091,-3.6611,3.883
4.911561,1.5737,0.2641,-3.7544,4.079
4.929739,1.4905,0.3842,-3.2786,3.622
4.947921,0.7107,0.4089,-2.0924,2.247
4.966118,-0.2308,0.4459,-0.8027,0.947
