time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.329476,0.3233,-0.5917,-1.2936,1.459
3.348080,-0.6505,-1.9887,-1.3563,2.494
3.366550,-0.7820,-2.5948,-1.2177,2.971
3.385580,-0.4860,-2.5804,-0.7284,2.725
3.404064,-0.2948,-2.4183,-0.1023,2.438
3.421455,-0.5783,-2.6857,0.0848,2.749
3.439796,-1.0217,-3.2937,0.3136,3.463
3.457920,-1.4312,-3.8062,0.8866,4.162
3.475918,-1.4761,-3.7221,1.6197,4.319
3.495715,-1.5511,-3.4720,1.0067,3.934
3.513005,-1.2554,-3.2754,-0.2114,3.514
3.531324,-0.9598,-3.2513,-0.5921,3.441
3.548784,-0.9914,-3.4623,-0.3195,3.616
3.567104,-1.3039,-2.9912,0.2396,3.272
3.585606,-1.2664,-2.2305,0.0819,2.566
3.604228,-0.8526,-1.2537,-0.9541,1.791
3.622024,-0.7182,-0.8200,-1.4842,1.842
3.641050,-1.0217,-0.5120,-0.1313,1.150
3.659062,-1.0611,0.7776,1.6182,2.085
3.677404,-0.4826,3.3213,-0.4431,3.385
3.696313,0.6617,5.2633,-1.6173,5.546
3.713564,0.8680,5.9479,-0.2537,6.016
3.732306,0.9124,5.3493,2.1810,5.848
3.750079,1.1376,4.1543,2.5843,5.023
3.768455,0.0793,3.5082,-0.6788,3.574
3.788721,0.2763,3.2818,-1.9265,3.816
3.805986,0.7983,2.7873,-0.4650,2.936
3.825910,1.3216,2.5331,-0.1834,2.863
3.842339,1.2607,1.7118,-0.5820,2.204
3.860419,0.8874,0.2877,-0.7136,1.175
3.878747,0.2719,-1.1608,-1.0970,1.620
3.897111,-0.6290,-2.3227,-1.3137,2.742
3.915408,-1.0803,-2.8712,-0.6064,3.127
3.933191,-1.0344,-2.9702,0.2638,3.156
3.951886,-0.8421,-3.1412,0.5602,3.300
3.970045,-1.0093,-3.7011,0.6326,3.888
3.988481,-1.3466,-4.1718,0.5704,4.421
4.006887,-1.1615,-4.1525,0.1522,4.315
4.025119,-0.1349,-3.6046,-0.1099,3.609
4.043650,0.6291,-2.9997,-0.1733,3.070
4.061475,0.5527,-2.8117,-0.6802,2.945
