time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.369788,0.0102,-0.0273,-0.0424,0.051
5.387298,-0.0073,-0.0272,-0.0475,0.055
5.404935,-0.0649,0.0614,-0.1380,0.164
5.423613,-0.0821,0.0961,-0.1230,0.176
5.440958,-0.0459,0.1078,-0.0367,0.123
5.459228,-0.0655,0.1099,-0.0223,0.130
5.477637,-0.0762,0.0726,-0.0276,0.109
5.496579,-0.0521,0.0187,0.0011,0.055
5.514925,-0.0651,0.0198,-0.0279,0.073
5.533506,-0.0969,0.0688,-0.1137,0.164
5.551043,-0.0580,0.0670,-0.1808,0.201
5.570561,-0.0290,0.0494,-0.2005,0.208
5.588808,-0.0077,-0.0142,-0.1429,0.144
5.607468,-0.0009,-0.0454,-0.0477,0.066
5.624866,0.0292,-0.0405,-0.0094,0.051
5.644449,0.0330,-0.0127,-0.0280,0.045
5.662092,0.0442,-0.0082,-0.0758,0.088
5.680712,-0.0134,-0.0226,-0.0374,0.046
5.698273,-0.1165,0.0290,0.0200,0.122
5.715738,-0.2227,0.0895,-0.0178,0.241
5.734322,-0.2730,0.1057,-0.0418,0.296
5.753104,-0.1743,0.1005,-0.0755,0.215
5.770537,-0.0865,0.0736,-0.1857,0.218
5.789072,-0.0070,0.0586,-0.1720,0.182
5.807505,-0.0213,0.0101,-0.1480,0.150
5.825840,-0.0101,0.0037,-0.0425,0.044
5.844801,-0.0119,-0.0035,0.0198,0.023
5.862246,0.0013,0.0302,-0.0090,0.032
5.880321,-0.0043,0.0725,-0.0373,0.082
5.898486,-0.0446,0.0712,-0.0326,0.090
5.917775,-0.0438,0.0355,0.0145,0.058
5.936786,-0.0146,-0.0073,0.0239,0.029
5.953998,-0.0239,0.0465,0.0043,0.053
5.973577,-0.0404,0.0961,-0.1007,0.145
5.990600,0.0127,0.0748,-0.1153,0.138
6.008932,0.0543,-0.0020,-0.1399,0.150
6.026647,0.0022,-0.0836,-0.2021,0.219
6.044897,-0.0427,-0.0809,-0.1160,0.148
6.063106,-0.1022,-0.0059,-0.1256,0.162
6.081296,-0.1302,0.0755,-0.1824,0.236
6.100077,-0.1384,0.0647,-0.2206,0.268
6.118396,-0.0054,0.0736,-0.1630,0.179
6.136632,-0.1218,0.1058,-0.1340,0.210
6.155051,-0.1179,0.0703,-0.0093,0.138
6.173741,-0.0143,0.0594,0.1386,0.152
6.191468,-0.0284,-0.0199,0.0764,0.084
6.210189,0.0221,0.0015,0.0380,0.044
6.228809,0.0071,0.0797,-0.0285,0.085
6.246569,-0.0572,0.1047,-0.1673,0.205
6.264178,-0.0582,0.0510,-0.0714,0.105
6.282687,-0.0117,-0.0049,-0.0671,0.068
6.301977,-0.0245,-0.0424,-0.0240,0.055
6.320218,-0.0915,0.0124,-0.0576,0.109
6.337719,-0.1057,0.0734,-0.1624,0.207
6.356117,-0.1236,0.0835,-0.2342,0.278
6.374497,-0.0933,0.0816,-0.1862,0.224
6.392362,-0.0480,0.0416,-0.0671,0.092
6.411297,0.0206,-0.0042,-0.0526,0.057
6.429506,-0.0210,-0.0423,-0.0620,0.078
6.447927,-0.0266,-0.0445,0.0428,0.067
6.466289,-0.0625,0.0124,0.0339,0.072
6.484934,-0.0884,0.1024,-0.0516,0.145
6.503004,-0.0995,0.0893,-0.1042,0.170
6.521930,-0.1129,0.0758,-0.0282,0.139
6.539620,-0.0966,0.0534,0.0673,0.129
6.558267,-0.0823,0.0295,-0.0478,0.100
6.575420,-0.0382,0.0125,-0.1054,0.113
6.593576,-0.0187,0.0272,-0.0338,0.047
6.612415,-0.0139,0.0430,-0.1010,0.111
6.630335,-0.0464,0.0470,-0.1435,0.158
6.648519,-0.0176,0.0227,-0.1058,0.110
6.667300,0.0257,-0.0017,-0.0532,0.059
6.686036,-0.0323,-0.0007,-0.1058,0.111
6.704786,-0.0706,0.0618,-0.0860,0.127
6.725587,-0.0702,0.0711,-0.0621,0.118
6.741822,-0.0581,0.0571,-0.1243,0.149
6.758963,0.0092,0.0066,-0.1343,0.135
6.777008,0.0004,-0.0006,-0.0960,0.096
6.795218,-0.0273,0.0240,-0.0002,0.036
6.813763,-0.0665,0.0341,-0.0816,0.111
6.831535,-0.0507,0.0686,-0.0953,0.128
6.850362,-0.0797,0.0557,-0.0856,0.130
6.868369,-0.0361,0.0606,-0.0096,0.071
6.887227,-0.0376,0.0183,-0.0479,0.064
6.905739,-0.0219,0.0232,-0.0527,0.062
6.924836,-0.0174,-0.0910,-0.0246,0.096
6.941374,0.0171,-0.0030,-0.0193,0.026
6.960647,-0.1570,0.1117,-0.1432,0.240
6.977953,-0.1028,0.1356,-0.1719,0.242
6.996470,-0.0987,0.1034,-0.0617,0.156
7.014598,-0.1015,-0.0193,-0.0574,0.118
7.033478,-0.0292,-0.0322,-0.1052,0.114
7.051291,-0.0091,0.0174,-0.0860,0.088
7.070061,-0.0271,0.0680,-0.0661,0.099
7.088456,-0.0085,0.1079,0.0106,0.109
7.106483,-0.0439,0.0919,0.0728,0.125
7.125314,-0.0755,0.0348,0.0816,0.116
7.143553,-0.0540,-0.0015,0.0095,0.055
7.160890,-0.0445,-0.0084,-0.1154,0.124
7.179583,-0.0227,0.0367,-0.1636,0.169
7.197596,-0.0354,0.1063,-0.3115,0.331
7.216433,-0.0422,0.0875,-0.3401,0.354
7.234691,-0.0019,0.0145,-0.2111,0.212
7.254186,0.0381,-0.0722,-0.0725,0.109
7.271570,0.0720,-0.0932,0.0045,0.118
7.289830,0.0573,-0.0197,0.0335,0.069
7.307693,-0.0954,0.0913,0.0589,0.145
7.326483,-0.1956,0.1563,0.0686,0.260
7.346079,-0.1563,0.0981,0.0925,0.206
7.362566,-0.0980,0.0540,0.0677,0.131
7.382096,-0.0545,0.0270,-0.0285,0.067
7.399156,-0.0448,0.0482,-0.1437,0.158
7.417347,-0.0112,0.0148,-0.2301,0.231
7.436620,-0.0006,-0.0191,-0.2445,0.245
7.455304,-0.0036,-0.0079,-0.1870,0.187
7.472185,-0.0439,0.0347,-0.1773,0.186
7.490648,-0.0438,0.0595,-0.1196,0.141
7.509193,-0.0057,0.0196,-0.1336,0.135
7.527702,-0.0051,0.0516,-0.0949,0.108
7.545272,-0.0300,0.0029,-0.0322,0.044
7.564931,-0.0303,-0.0139,0.0543,0.064
7.581924,-0.0392,0.0173,0.1167,0.124
7.600207,-0.1002,0.0323,0.0784,0.131
7.619343,-0.1245,0.0666,0.1165,0.183
7.636918,-0.1001,0.0382,-0.0369,0.113
7.654796,-0.0776,0.0388,-0.1090,0.139
7.673145,-0.0840,0.0440,-0.0710,0.118
7.691877,-0.0876,0.0158,-0.1144,0.145
7.710296,-0.0769,0.0219,-0.1624,0.181
7.730109,-0.0286,0.0202,-0.2008,0.204
7.746618,0.0188,-0.0018,-0.2485,0.249
7.765958,0.0103,-0.0385,-0.2148,0.218
7.783315,0.0410,-0.0045,-0.0900,0.099
7.801523,0.0205,0.0289,-0.0658,0.075
7.820338,0.0071,0.0720,-0.1230,0.143
7.837850,0.0254,0.0532,-0.0126,0.060
7.856168,-0.0389,-0.0149,0.1019,0.110
7.874652,-0.0554,-0.0342,0.1210,0.137
7.893212,-0.0328,-0.0076,-0.0508,0.061
7.911410,-0.0390,0.0690,-0.1321,0.154
7.931055,-0.0892,0.1439,-0.1313,0.214
7.951665,-0.1184,0.1540,-0.1549,0.248
7.966272,-0.0474,0.0832,-0.0213,0.098
7.984521,-0.0358,-0.0147,0.0978,0.105
8.002491,-0.0828,-0.0210,0.0738,0.113
8.021026,-0.0585,-0.0256,0.0640,0.090
8.039062,-0.0637,0.0243,-0.0124,0.069
8.057862,-0.0781,0.0801,-0.1461,0.184
8.075909,-0.0288,0.0445,-0.2474,0.253
8.094202,0.0148,0.0328,-0.1614,0.165
8.113003,0.0099,-0.0144,-0.1518,0.153
8.131546,0.0114,0.0101,-0.1470,0.148
8.149200,-0.0126,0.0230,-0.0798,0.084
8.167335,0.0064,0.0014,-0.0318,0.032
8.186521,-0.0371,0.0222,0.0018,0.043
8.204035,-0.0761,0.0408,0.0401,0.095
8.223101,-0.1057,0.0763,-0.0222,0.132
8.240853,-0.1342,0.1496,-0.0697,0.213
8.259067,-0.1296,0.1476,-0.1033,0.222
8.277197,-0.0347,0.0788,-0.1135,0.142
8.295302,0.0227,0.0459,-0.1279,0.138
8.314050,0.0446,0.0404,-0.1851,0.195
8.332158,0.0730,0.0306,-0.2515,0.264
8.350410,0.0661,-0.0835,-0.2034,0.230
8.369269,0.0402,-0.1742,0.0598,0.189
8.388177,-0.0562,-0.1468,0.2179,0.269
8.406040,-0.1388,-0.0106,0.1417,0.199
8.425240,-0.1848,0.1817,-0.0057,0.259
8.441734,-0.2109,0.2313,-0.1058,0.330
8.460379,-0.1913,0.1749,-0.0732,0.269
8.478753,-0.0892,0.0584,0.0023,0.107
8.496857,-0.0154,-0.0525,-0.0562,0.078
8.515021,0.0401,-0.0357,-0.0807,0.097
8.533740,0.0125,-0.0070,-0.1187,0.120
8.551541,0.0057,0.0180,-0.1382,0.139
8.571005,-0.0123,0.0478,-0.1241,0.134
8.588521,0.0069,0.0509,-0.1530,0.161
8.606760,0.0926,-0.0125,-0.0813,0.124
8.625474,0.0418,0.0722,-0.0622,0.104
8.643536,-0.0381,0.0868,-0.1335,0.164
8.661598,0.0790,0.0394,-0.1149,0.145
8.680091,0.0231,-0.0072,-0.0240,0.034
8.698081,-0.0434,-0.0230,0.0238,0.055
8.716406,-0.0084,0.0015,-0.0099,0.013
8.735532,-0.0512,0.0518,-0.1393,0.157
8.753782,-0.0593,0.1048,-0.1434,0.187
8.772045,-0.0208,0.1109,-0.1098,0.157
8.790919,-0.0387,0.0475,-0.0672,0.091
8.807942,-0.1089,0.0066,0.0094,0.110
8.826460,-0.1121,0.0126,0.0762,0.136
8.843869,-0.1551,-0.0021,-0.0054,0.155
8.862899,-0.0776,0.0298,-0.0967,0.128
8.881724,-0.0861,0.0687,-0.1729,0.205
8.899719,-0.0554,0.0477,-0.2113,0.224
8.918434,-0.0164,-0.0306,-0.2214,0.224
8.936717,-0.0057,-0.0418,-0.0824,0.093
8.954021,-0.0137,-0.0157,-0.0153,0.026
8.972544,-0.0441,0.0207,-0.0630,0.080
8.990562,-0.0318,0.0751,0.0238,0.085
9.009028,-0.0545,0.0414,0.0280,0.074
9.028189,-0.0485,0.0530,0.0326,0.079
9.045673,-0.0478,0.0396,-0.0059,0.062
9.063999,0.0249,0.0147,-0.0636,0.070
9.083305,0.0397,0.0046,-0.0926,0.101
9.101174,0.0541,0.0245,-0.1407,0.153
9.119358,0.0350,0.0181,-0.1647,0.169
9.139272,0.0539,-0.0447,-0.1600,0.175
9.155786,0.1216,-0.1502,-0.1031,0.219
9.174385,0.0293,-0.0738,-0.1127,0.138
9.191774,-0.1338,0.0997,-0.1497,0.224
9.210397,-0.2725,0.2004,-0.1776,0.382
9.230513,-0.1813,0.1947,-0.0482,0.270
9.246910,-0.0633,0.0586,0.0232,0.089
9.265494,-0.0102,-0.0093,0.1039,0.105
9.283705,0.0177,-0.0515,0.1079,0.121
9.301807,0.0260,-0.0048,0.0173,0.032
9.321178,-0.0090,0.0342,-0.1594,0.163
9.340719,-0.0383,0.0628,-0.2408,0.252
9.357860,-0.0229,0.0274,-0.1832,0.187
9.375387,-0.0686,0.0218,-0.0736,0.103
9.393338,-0.1236,0.0470,0.0228,0.134
9.411891,-0.1120,0.0653,0.0132,0.130
9.430159,-0.0746,-0.0365,-0.0545,0.099
9.448472,0.1407,-0.0365,-0.0738,0.163
9.467200,-0.0592,0.0613,-0.1691,0.189
9.484701,-0.0117,0.0392,-0.1837,0.188
9.505102,0.0756,0.0074,-0.0791,0.110
9.523126,0.0725,-0.0550,-0.1126,0.145
9.540966,0.1323,-0.0491,-0.1699,0.221
9.559471,0.0998,0.0121,-0.1458,0.177
9.576106,0.0030,0.0625,-0.1591,0.171
9.594301,-0.0649,0.0773,-0.0724,0.124
9.613984,-0.0677,-0.0001,0.0567,0.088
9.632033,-0.0358,0.0092,0.1479,0.152
9.649631,-0.1521,-0.0050,0.1575,0.219
9.668533,-0.1857,0.0536,0.0813,0.210
9.686677,-0.1427,0.0570,-0.0100,0.154
9.705798,-0.1091,0.0798,-0.1491,0.201
9.723262,-0.1220,0.0437,-0.2594,0.290
9.742133,-0.0084,0.0559,-0.2020,0.210
9.759913,0.0169,-0.0173,-0.0878,0.091
9.777488,0.0257,-0.0147,-0.1118,0.116
9.796642,0.0242,0.0252,-0.2506,0.253
9.814138,0.0499,0.0737,-0.3214,0.334
9.833103,0.0425,0.1040,-0.2251,0.252
